店铺名称,页面id,类别,品牌名称,品牌id,品牌logo,评分,平均价格,最低价格,所属地区,地区Id,纬度,经度,详细地址,楼层,地铁站id,停车信息,优惠套餐情况,营业时间,联系电话,累计售出份数,餐厅简介,特色菜,是否小吃,有无外卖,上周订单数,历史订单数,wifi,支持预定
YOSO悦涻餐吧,171605995,西式简餐,,0,,5,112,32.9,高铁东站/龙昆南,5315,19.992253,110.360022,琼山区三峰里169号（悦涻品宿酒店一层）,,,,32.9元于悦单人下午茶，双人餐198元，3-5人餐288元;90代100元;,周一至周日 12:00-22:30,0898-65659099/13876744872,16365,,,False,0,65,16365,False,False
蛋壳披萨(海口总店),95964538,披萨,蛋壳披萨,2884122,,5,32,20,海甸岛,5313,20.062125,110.328315,美兰区海甸五西路南国超市一楼B-10铺面,,,,单人餐20元起，双人餐52元;88代100元;,周一至周日 09:00-21:00,0898-66279432,16160,,,False,1,63,16160,True,False
筑下栖食(城西店),190140860,海南菜,,0,,5,51,25,龙昆南路,5312,19.993303,110.340203,龙华区龙华区城西路1号（栖酒店一楼）,,,,单人餐25元起，3人餐33元;90代100元;,周一至周日 07:30-21:00,0898-68555039,16075,,,False,0,150,16075,False,False
府上烤鱼(朱云店),1731635231,烤鱼,,0,,5,46,9.9,高登街,5315,19.995446,110.351315,琼山区朱云路朱云恩公寓2楼,,,,双人餐69.9元，3-4人餐79.9元，4-6人餐99.9元，6-8人餐179.9元;9.9代20元，88代100元;,周一至周日 11:00-04:00,0898-65813836,16074,,,False,0,591,16074,False,False
华莱士·全鸡汉堡(玉沙店),159265206,西式快餐/汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,5,16,8.9,玉沙路,5312,20.024202,110.320267,龙华区玉沙路11号（中盐大厦一楼）,,,,8.9元鸡米花，12.9元单人套餐1，12.9元单人套餐2，13.9元小吃套餐2，13.9元小吃套餐1，19元单人餐，22元薯条，22.9元双人套餐，28.9元双人餐，32元双人餐，33.9元豪华炸鸡桶，40.8元双堡炸鸡桶;,周一至周日 09:00-01:00,0898-68574367,16045,,,False,1,73,16045,False,False
围炉海鲜烤肉自助(吾悦广场店),1993096809,综合自助,,0,,4.4,70,61.9,吾悦广场,5312,19.976959,110.339539,龙华区吾悦广场4楼,4楼,,,单人晚餐61.9元，单人午餐61.9元，单人晚餐65.9元，单人午餐71.9元，单人晚餐71.9元，单人晚餐75.9元;,周一至周日 11:00-21:00,0898-66835884,15910,,,False,0,353,15910,False,False
椰语堂(中山骑楼店),6770399,面包甜点,椰语堂,667807,,4.5,24,13.8,滨海大道东段,5314,20.043489,110.343475,龙华区中山路骑楼老街50-2号,,,,13.8元椰子很芒，15.8元椰奶冰冰清补凉;,周一至周日 10:00-23:00,0898-31859881,15896,椰语堂专门开发海南热带原生态特色饮品和海南本土传统特色各式粗粮点心，通过科学合理的营养配搭，做好的原生态健康休闲饮品。在海南，一种淳朴、自然、悠闲的生活方式直逼心灵，一种安静的力量穿透人的灵魂；在椰语堂，一种甜蜜、美妙、健康的滋味直达心底，一种悠闲的感觉驻扎在身体之中,,False,1,110,15896,True,False
HiTea海茶(坡博店),164208068,奶茶/果汁,,0,,5,13,3.99,龙昆南路,5312,20.004071,110.337466,龙华区坡博路6号自游岛酒店428房,,,,3.9元新店特惠二选一，7.9元招牌三选一，7.9元招牌三选一，8.9元招牌柠檬三选一，9.9元〔海茶招牌〕海盐草莓，9.9元招牌特饮二选一，9.9元海盐葡萄，9.9元芒芒波波椰奶二选一，9.9元蜜桃多肉波波，9.9元续命维C鲜橙，9.9元暖冬，10.8元续命莓莓酸奶二选一，10.8元爆款五选一，11.8元盒子蛋糕3选1;16代20元;,周一至周日 09:00-01:00,18089853636,15891,,,False,1,187,15891,False,False
椰子印象椰子鸡(友谊阳光城店),163248690,海南菜,,0,,3.6,68,90,新友谊阳光城,5312,20.02339,110.324128,龙华区金龙路2号友谊阳光城6A层中庭,6A,,,4人餐258元，6人餐293元;90代100元;,周一至周日 11:00-22:00,0898-68521985,15869,,,False,0,87,15869,False,False
HiTea海茶(海彤路店),164250054,奶茶/果汁,,0,,4.9,13,3.99,海甸岛,5313,20.05252,110.354288,美兰区海甸二东路43号（与海彤路交叉处，中国民生银行旁边）,,,,3.9元新店特惠二选一，7.9元招牌三选一，7.9元招牌三选一，8.9元招牌柠檬三选一，9.9元〔海茶招牌〕海盐草莓，9.9元招牌特饮二选一，9.9元海盐葡萄，9.9元芒芒波波椰奶二选一，9.9元蜜桃多肉波波，9.9元续命维C鲜橙，9.9元暖冬，10.8元续命莓莓酸奶二选一，10.8元爆款五选一，11.8元盒子蛋糕3选1;16代20元;,周一至周日 09:00-01:00,18389245321,15849,,,False,1,183,15849,False,False
蓉都宽窄巷子火锅店,165162523,四川火锅,,0,,5,68,78,复兴城,5312,20.038619,110.318937,龙华区滨海大道32号复兴城D座（鼎品鲜后面）,,,,双人餐158元，4人餐268元，6人餐368元;78代100元，89代100元;,周一至周日 11:00-14:00 17:00-22:00,0898-66773151,15834,,,False,0,114,15834,False,False
